equipment_type,avg_temperature_c,power_consumption_kw,runtime_hours_per_day,load_percentage,alarm_count,days_since_last_maintenance,anomaly_detected,failure_risk_score
AHU,34.92243777525227,76.22984647714772,4.333431011992662,41.015464790400415,1,350,0,0.8936754104788242
Pump,32.54683359523817,52.28690472499147,21.47068528490429,33.17741975543847,1,105,0,0.8404277386833602
Pump,26.864576713741023,54.16094222038082,8.729498244773891,75.13146855842702,1,287,0,0.8961428363999387
Pump,19.08189545787292,42.982736762739705,8.230134985635361,61.16568930142404,3,186,0,1.1903388425177848
Pump,32.133349744557066,69.88665891872165,18.72070800852131,36.01233689994935,2,284,0,0.9339095966232233
AHU,28.18263463901258,102.81607072173834,10.400322261747835,45.56715410079987,2,4,0,0.9483214666524079
Chiller,19.953860950012636,28.17576347072598,14.120893848236731,67.34463261306607,0,138,0,0.6769512322972628
Pump,19.595573841997055,112.45979945664577,7.250221305949125,25.778347861798228,0,179,0,0.6016829797436124
AHU,33.46365593042207,84.24508018104642,23.194914429239386,31.796240741294362,2,237,0,0.8833182258393356
AHU,29.37640446994733,99.67641945820347,21.031628000344746,25.85964832859121,0,18,0,0.8984281841953923
Pump,32.097875588384845,68.96192965245135,21.275792459300064,84.9853866171295,2,303,1,1.2370980295560554
Chiller,32.94264130479854,94.6444206637673,12.135474971440104,80.19273865696074,3,9,1,1.4528632633623335
AHU,27.720129984821476,6.863045694038729,19.247224274143456,80.26503455034057,3,29,0,0.8188383274852805
Chiller,26.7965879798357,99.11374884964656,6.877523107795604,77.30602747808224,1,144,0,0.493607769583857
AHU,25.317265975456834,9.61596879481715,4.172380051835606,73.55083389358953,2,348,0,0.8567018622474105
Chiller,23.388091992449027,107.34003828172919,4.399458651560563,58.159353230254,1,149,0,0.6595700057456926
Chiller,25.3881313345981,119.07571593244398,15.732034748091209,71.3822530805692,3,64,0,1.0954627833402477
Chiller,31.155954147412658,38.817758150329446,13.107898104958815,23.068924383037974,2,187,0,1.1205663749912038
AHU,28.23269832725724,29.18663397286627,14.360306978170396,69.71715381254276,1,227,0,0.8336319525887934
AHU,33.17289592923238,93.01678684367468,4.149262808344388,82.23021644295017,2,118,0,0.8486264828007763
AHU,25.53746024444619,34.09802920582912,12.453732393148513,60.028668830751215,0,356,0,0.8995651344594352
Pump,28.320522838218817,104.53967406480339,18.361363224017218,48.601066274178955,1,254,1,1.0607906272283745
AHU,28.73222840256381,16.826898098109822,12.853874039348717,42.19413878407833,0,31,0,0.837161568805646
Chiller,28.058851759207535,19.4848475836262,18.644384126244447,71.4241640129666,0,161,0,0.8584267223533418
Pump,29.944774142453777,117.6024288365708,8.660379287936696,75.42409589039269,2,215,1,0.884099170673232
Chiller,22.036368962371707,82.49147330105053,20.26284008963451,89.6774079890034,3,169,1,1.241873346221292
Pump,26.710184218278442,102.39203080932957,15.768624809069046,47.38672659687926,2,81,0,0.5057870295199588
Chiller,19.77182164774191,42.29787839542457,8.215261988598124,81.58178459084684,2,46,0,0.5419754028333359
Pump,24.536692569961815,82.79563119486951,8.734409517076658,64.90846593514703,0,49,0,0.572948827122617
Chiller,26.290340166561496,73.33781014048868,16.56060929139074,90.62691925424633,1,298,0,1.1535849928972588
Pump,29.08781241227303,74.3622638141389,20.598791864248867,62.22496866364966,0,283,1,1.4673581188777138
AHU,34.15902789396546,83.49123284683797,12.312555640583103,61.41038627183738,1,88,0,0.8019996491258621
Pump,28.21106813132205,71.16630490984633,9.166008582551845,66.23016651527273,3,121,1,1.6351305904659448
Chiller,30.641096575001516,54.342172469806584,21.34023213821201,79.94522841139475,1,3,0,1.0381836534544646
AHU,26.606523011418446,36.73110985376289,17.3853658350167,97.17523830627687,0,316,0,0.9631851703937626
Pump,28.779768533397633,93.38685305501824,12.96170974566153,25.885068337261252,1,227,0,1.280798569755473
AHU,19.20584767427415,31.021329450366412,13.758003905586037,24.274768191281375,0,79,0,0.36717706187376387
AHU,22.324656874311398,84.62074520775764,8.085129358727928,95.00402699258709,0,145,0,0.7080996354891247
AHU,24.151502584487357,31.833274604672564,16.53605260129688,62.39005004145649,1,242,0,0.7246692132122735
AHU,26.03238703511073,76.91296954476219,11.174850210857773,69.19224116535489,0,32,0,0.4640380757045027
AHU,18.776028673540523,90.91400071983833,23.912903533486986,58.59388812757831,2,263,0,0.7209602533240212
AHU,20.3804096584064,30.152097224252007,13.603670305237756,27.49259620859796,0,211,0,0.5376029008567084
Pump,22.7058432324522,11.893479599050451,13.717712123792264,81.44715027349332,4,71,0,0.7278736884741365
Chiller,34.51605574531786,20.06198044433002,15.317035748213438,79.77797160708695,1,197,0,0.7726472723027636
Chiller,23.632899120751862,74.68965123616793,22.335120062374934,44.93626571942496,3,58,0,0.6801773400040053
Pump,26.194697987905403,102.68633671595958,20.016361997195006,44.49913961827203,0,112,0,0.7239344613417399
Pump,21.33366111655268,10.174634442073803,13.022601395956828,87.02731047244148,3,48,0,0.7775337696443569
AHU,28.38326120828806,89.42739478978932,18.37398531945592,25.78858061930613,1,185,0,1.2167744011778436
AHU,22.771614663771565,44.251644284255995,15.724709975615234,90.48841186852526,2,327,0,0.8062202660535108
Chiller,21.518873833453256,60.03076254074509,13.847340974024979,40.532935191673154,3,165,0,0.9597638464076211
Chiller,26.781734683581647,111.81884823224004,7.8463154556870105,67.43877982043952,2,215,0,0.7392218589010434
AHU,18.093598585727154,43.17672304462223,13.27872526909782,94.87953432014221,0,331,0,0.9442126899999727
AHU,18.13028855503683,58.513747403040895,8.916371740451492,74.24980012293172,1,330,0,0.7354975832905535
AHU,21.724169754731584,6.573477697478327,22.296842997033092,53.154384997362925,2,121,0,0.6318526639550138
Chiller,18.62426316251396,14.383852800556411,10.70813626992694,75.16273671243322,2,213,0,0.7369608651097707
Pump,19.836437820221754,34.738032980500165,23.045280290667446,47.51837090530962,1,311,0,0.9214400418427567
Pump,23.760631038758778,8.203007694423556,14.661105801894223,42.18067330793489,0,41,0,0.3933810727182878
AHU,31.64395655285682,77.60816249554887,16.630887573523207,99.73466223477438,2,353,1,1.375372208624467
AHU,27.724826937278117,54.035811032186594,14.858808889786555,80.06321849438302,3,289,1,1.2423904912040482
Chiller,26.71535134125908,68.03669831372252,6.587612339334018,71.57759819054542,5,168,0,1.1725480248838156
Pump,22.98930999453807,25.084426378077897,11.516424380158819,48.4231714575455,1,34,0,0.3813673525370883
AHU,33.839813230357876,39.03218338521086,5.982922245552478,23.932866332403854,1,318,0,1.1945727069613885
Chiller,24.749255701032258,81.33981460806339,16.459080883667635,22.484550082812447,1,275,0,0.8014023766993157
Pump,19.480577035528114,116.00981321749597,12.93748390400878,64.3345004359039,1,197,0,1.0477261719021862
Pump,28.490130774002623,10.797928964254059,19.559699431418736,80.96261768312408,4,191,1,1.3111047106640443
Pump,19.935252689102224,107.3941968983556,8.409409619987397,62.990335235508404,1,221,0,0.9235170426754667
AHU,23.868793427628766,71.34133815078897,7.291321168586698,87.26280575512916,3,10,0,1.01999104901879
AHU,26.62600295820275,69.85075017689672,12.126644619275357,22.67412264745773,0,120,0,0.5297808842797229
AHU,32.86178291964799,62.53203154889244,22.531707664367623,49.34016611407521,1,123,0,0.9195986969120297
Pump,26.390291865782018,12.980319878981089,18.208436300248234,38.965631293934244,1,247,0,0.6697486468381401
Pump,29.93839902253829,15.335837949658476,12.378472495858373,55.78183745256976,1,360,0,1.3684148275953216
Chiller,34.87788626298419,74.1048806507949,14.34544339508621,25.790111455529797,1,221,0,0.8513834252598335
Chiller,20.23531503826569,44.210235715089205,5.684260223541967,96.3305313256858,3,261,0,1.2182196459612957
AHU,22.670435933831833,110.48582765643327,23.691517927522263,37.86043208554887,0,58,0,0.6086684860191005
Pump,24.707793285159987,51.75791179633931,17.32814609389838,93.78462203868678,3,315,1,1.6823072499120535
Pump,25.171079035160133,21.477367750803726,9.708081369268449,54.07145240293454,2,128,0,0.43153134472498733
Chiller,24.98735827951428,87.19266585273414,15.716167884304888,98.84193066041745,1,187,0,0.7117839688337094
AHU,33.42938704346143,38.73564346571613,6.18964732137988,64.32467067681685,3,205,1,1.2692179402676245
AHU,30.13855495593656,65.42908534592772,23.31673337615167,94.46662913406459,1,86,0,1.2403377166795915
Pump,28.334388639541963,85.25077033309455,7.495699757667319,20.427919095537828,2,104,0,0.6344374839284611
Pump,23.259336203667296,108.5303727882381,16.960606361104283,79.859104494472,1,143,0,0.8592394707746531
Pump,32.00443653176201,96.10198740219275,8.909089250778608,92.24405224820123,0,205,1,1.530479435268761
AHU,34.23602869524481,82.78152280536327,18.351227652970714,31.177645358316326,1,129,0,1.2039045759905942
AHU,31.96037080335385,83.15781597544151,19.53642734480562,27.69006813857212,1,246,0,0.8319630814072481
Chiller,18.02660678825504,113.78133406368995,17.468394578228654,53.96580857487645,0,38,0,0.8211211536080169
Chiller,28.81882329311792,39.019771212101645,16.28998920510385,94.69431249063481,1,363,1,1.4720087513832767
Pump,18.869301484515713,5.127890832561552,21.849381879040234,63.390924815235095,1,109,0,0.40229053660055447
Pump,22.37932274567327,36.27477433079285,5.572534219795161,62.19651709773857,3,309,0,0.7515551842385129
Pump,19.01191990591212,30.05750865707556,10.618295315603904,31.290089463945748,1,52,0,0.2524599036308901
Pump,28.264522700139594,81.1109772881098,8.96574959261692,20.063160887457503,1,1,0,0.888679431923638
AHU,29.672028529374316,77.87683397303584,23.76027924130843,84.8112072596369,1,11,0,0.7551799806080783
Pump,19.946289847120386,73.24805901104324,11.78779559333747,27.005965038899056,1,314,0,0.593363724087578
Pump,24.525261011764652,6.8679959690871755,18.652253984807974,70.70798549882592,1,235,0,0.7414184602619863
Pump,25.756020652244214,88.80947626182446,17.694503277620093,93.16931636121532,3,128,0,1.2507044858677683
Chiller,24.273901369935583,42.20599743583153,8.241624749547555,36.692153052674485,3,214,0,1.0746574273204277
AHU,20.05742500824828,81.48143873576258,8.779953604231027,73.22182689895286,1,243,0,0.875500314311891
Chiller,25.122112433187084,69.00651927774763,9.625691271060681,26.295886136600757,2,44,0,0.2774182344172657
Pump,30.770026812743108,44.41405642420933,12.222545565187584,68.30041150700904,2,6,0,1.0185101678052813
AHU,19.207130297065344,20.47627071697239,8.686501313010536,33.11453767625622,5,156,0,0.6638582089878885
Chiller,19.363060239392357,15.858173230955309,4.3930296549369565,78.87628484121424,2,8,0,0.3319541981092337
AHU,24.03111196121173,100.6246083079057,21.58786113614391,44.09850358351265,2,5,0,0.6185156759002904
AHU,34.00933709752172,110.61571733937917,23.31219662761768,57.0712807043717,2,362,1,1.152680299511471
AHU,29.36573499428954,79.72562537789445,10.83140774063136,67.95444336220973,2,182,0,1.4051725434076063
Chiller,29.537389263433603,16.89492320895559,10.770137588509456,33.701872853299164,4,112,0,1.1476199514166356
AHU,24.152639844243705,51.233129942147684,4.141836255487419,79.33102548940967,1,273,0,0.5140404527035933
AHU,28.09223345054515,88.82800801209308,17.60501376660748,44.211227250945164,1,265,0,1.504506514467509
Pump,18.172230128471636,94.67940166115783,20.508797914972575,72.98974879302028,0,212,0,0.9033606011812957
AHU,28.813632788962217,18.595141563475188,6.932166007200063,32.66264405594989,6,78,0,1.2177235363675225
Pump,33.52587810879602,5.003532667218978,7.193326987343015,75.04941273650802,0,270,0,1.0084990380061731
AHU,28.413748961861927,86.89576027626957,19.801664999428755,30.25504582483694,3,154,1,1.731357741466685
AHU,32.852876088927864,46.00856023841365,16.32581496708289,54.02851970159869,1,221,0,0.7597234229101926
Pump,30.307541942923592,34.26535313609993,4.89721115255434,39.77648589911014,1,347,0,0.8834799398759432
AHU,20.049493078862735,6.483209025795426,16.450939809245632,79.8700199542546,0,25,0,0.4126523117828428
Chiller,33.34170622385931,67.13443177757247,10.178354456875322,40.96280036054996,1,354,0,0.8679190075864689
Chiller,19.129545354048172,102.8823345739879,11.374503109416919,90.5373845116317,1,208,0,0.956754705040034
Pump,27.077447033311984,115.12763932134762,19.394628365937603,91.34561691252902,1,3,0,0.680396464603953
AHU,20.41633110448878,70.06066932052826,20.21870385345221,35.715305217822866,2,215,0,0.5927783711656786
AHU,18.19901238242537,64.16305269008782,12.007132536796613,69.10767560061794,3,112,0,0.6953789847701295
Chiller,25.174582422169863,14.781484331262726,22.943058720127095,27.017411337597146,0,192,0,0.5881445527013704
Chiller,23.015692030120654,68.12037217739896,12.129254359041445,51.322967968130335,2,47,0,0.57236074643375
Chiller,26.262008394559253,48.697594081020384,19.436720704602198,77.06573836010179,2,221,0,0.7094264113397909
AHU,27.812398074487362,74.82055730161134,13.677545291285181,72.7538597479933,2,187,0,0.752128944463988
AHU,18.743564229252105,49.70353000580287,21.95064653044168,69.97605355252864,1,50,0,0.4784613676958696
AHU,20.091056017103675,32.634399196792174,22.155224873003572,42.60326909299549,1,197,0,0.6546310566042124
AHU,27.49692073965723,15.921006651263298,5.748336157421678,50.24199595475216,0,216,0,0.3360607658349755
Pump,23.83384500393519,41.21562112772301,22.729866626204515,28.235691576022894,3,221,0,1.012407933892522
Chiller,30.395949288340617,16.11415594309151,20.510696830408314,77.52182563468807,1,90,0,1.0239433258572783
AHU,29.088958026062976,25.343149344758153,19.82621428625334,60.311103743301885,1,232,0,1.3306686703481865
Pump,32.37527417082842,118.54365823664779,8.018226793710449,76.70125058765237,4,323,1,1.6228521717570996
AHU,29.77237805337683,56.07190904426114,20.1023841750933,39.91548198374982,2,258,0,1.2868320533274193
AHU,25.308828315632518,66.1652531480769,21.002654693700737,45.9550582908053,6,153,0,1.1072783821688639
Pump,29.440432580705348,105.46613080477977,9.783006689083019,46.73722698080917,1,256,0,1.464674875022026
Pump,22.681479962342117,119.49042355642909,23.045201567246476,22.059392779777298,1,258,0,0.7884887239758823
Chiller,23.207329479229614,72.01216167463838,4.997202927983285,47.28382982644988,2,65,0,0.3875682652693917
Pump,31.412747718653485,98.43448942007974,6.998185064942794,84.26436588144269,2,190,0,1.4361257603743756
AHU,25.589131778826896,42.598217798717656,14.751622761030287,91.78387965997908,1,91,0,0.44101342525006443
Chiller,31.572465788811993,40.16055510643848,15.515849422446195,61.45746525087419,2,173,0,0.7846939654030609
AHU,31.98118035236073,51.310927914374425,16.903001666018067,56.44013561753762,3,247,1,1.1310146505062326
Pump,32.57855974024182,82.33833520746965,4.339382586309329,22.465969495949622,2,256,0,1.1937508956741085
AHU,33.58279900930052,83.45204426433637,23.207335492442606,90.33634700683061,0,116,1,0.847748174673567
Chiller,25.326748748726036,41.25253498468685,4.89176185468288,21.040817074069817,1,49,0,0.3172912240132181
AHU,23.42073591145936,20.319141275712298,6.861239054468047,95.58000641681694,1,227,0,0.6246670103039431
Chiller,27.897378692099934,77.72556949353348,4.28029035052114,59.13729989504725,1,69,0,0.3392744968399084
Chiller,24.30993119843967,19.757474151707918,15.337168665881894,47.35475948597813,0,126,0,0.43036035380496973
Chiller,28.21826083560396,71.52663844637296,22.645337678419445,93.93747478741281,1,213,1,1.0417083066738742
Chiller,29.994959664945018,84.74354472647553,17.318943321609282,21.95127944880774,2,53,0,0.9458117905244406
Chiller,29.702885314366327,85.57032208536194,20.453149369608546,66.51399158952697,1,112,0,1.2257429052639293
Chiller,24.367399079342064,91.64929272585363,4.265624069171602,63.91460195994701,1,159,0,0.6259409592168524
AHU,20.8366234288788,105.37883348005143,14.840305969594521,37.545632096910566,1,240,0,0.5524809980887273
Chiller,25.318998753857528,62.49528407595067,13.191259550110438,54.31099450801685,2,150,0,0.6490776916636801
Chiller,20.424100449392448,88.97865679590069,13.979358884415861,72.18112047550161,0,139,0,0.8530732142508044
Pump,33.13164959812474,76.20486456707123,5.444263706703759,78.17049575055421,0,113,0,1.1256596857855858
AHU,23.879916832543575,26.463593076733495,17.68870722138615,20.057348696526383,0,143,0,0.5156673345174846
AHU,20.625815702796505,7.954309159981939,14.064408297172688,94.94827440728122,2,138,0,0.47017206296759995
Chiller,18.432611918397765,37.72225935284738,19.30297699722528,33.16202979142499,1,304,0,0.8482869709458971
Chiller,28.978980566870234,55.94887622882623,13.705812681234306,38.68643473778874,2,31,0,0.7183326067286643
Chiller,28.827339396730636,75.96718360929547,6.987632724528641,41.07787565550786,0,293,0,0.7735211011543012
Chiller,23.79027083188196,102.74532300786862,16.96513908155644,23.025610924162827,1,108,0,0.7063414825980896
Chiller,19.219102110410066,27.568257421209047,7.4477272421033245,29.844169887225995,2,284,0,0.672713611770689
Chiller,24.963691213218944,19.43822583832487,21.4478912670963,98.90799383553296,3,159,0,1.2008081541450601
Chiller,23.29069741607769,115.80019395954767,16.26232478138483,45.21733899018288,3,326,1,1.1055631697633561
Chiller,29.511050875495158,17.42512432828682,7.144077671139085,29.224087227123945,2,14,0,0.5158291949586051
AHU,28.298247240695737,60.02647306232675,23.246761149624135,28.559300893969866,0,122,0,0.9438597654872842
Chiller,24.19809337935818,72.33982881122972,14.367309266706412,77.55679741359775,1,215,0,0.9523907721492307
AHU,21.704173422334833,67.25805840435541,5.4579690374331005,88.36549312261127,3,272,0,0.9293933564412565
AHU,34.796611424645064,14.893698058788468,16.536658088301344,40.556183960677586,2,25,0,0.8657291456642456
AHU,25.71802756033395,11.558095110416227,9.063978140256204,21.672760986818798,0,322,0,0.4569189302917037
Chiller,29.700662008264032,17.1305941580191,20.07386903754605,37.84720147562847,2,294,0,1.2394815594406556
Pump,20.389400448832134,72.34258364535044,20.356441471323812,24.521255263740585,4,169,0,1.2637611469821823
AHU,26.25502489420976,67.59966207794693,23.578947117093236,28.27159493040332,3,103,0,0.921279925154567
Chiller,18.468124237780913,31.88019108422559,14.037390620490074,54.52064958781139,1,354,0,0.6876055694792704
Pump,26.592737004477648,78.34402631224303,13.099137594554742,38.39346966893061,3,40,0,1.0207135531565321
Pump,34.38829592100094,99.30776273639968,19.06951210892961,61.27567028203387,0,235,1,1.2706296577097482
Chiller,24.531514120758604,9.781580382358282,6.649413126838532,40.27950026057523,3,320,0,1.0566788543922716
Chiller,18.662932213773498,62.284943508024874,14.938310275862484,95.24298408823581,1,89,0,0.7123569567281862
Pump,18.52624844562884,84.27069739180938,14.924952002617019,92.47551743410116,1,100,0,0.5716844441061736
AHU,24.595774919096783,34.01587161301401,5.789462456207744,65.34448840083728,4,144,0,1.0706505626311678
Chiller,20.7204239198743,40.39365410871215,12.359681710138272,48.35391935899089,2,82,0,0.358790530782594
Chiller,18.39698563757916,75.56835884377914,21.065695971344038,50.49175056277885,5,77,0,1.2597813229431347
AHU,30.855631437153008,108.26255874602974,21.123072439893207,52.948182651559755,3,59,1,1.2501604124555559
AHU,25.794891150992143,98.14130833483343,5.9847532983936205,78.20634577079552,2,229,0,0.8903732980350799
AHU,22.917161123535127,72.0599751964521,5.8144176549566176,56.131119641507034,0,91,0,0.43254285860919633
AHU,33.301414111280174,88.97549754208366,9.253909540038705,88.5383957204718,2,354,1,1.205180665820583
AHU,19.974362323408936,46.95458407389685,21.49532125107987,95.52758287442916,2,1,0,0.5175954492410534
AHU,34.250620092240425,78.71103573135714,6.578051701469979,46.87569227031471,1,269,0,1.2486940343114998
Chiller,23.337434195415,58.61088297966905,18.399936052548924,64.85555851005441,3,286,1,1.2490258708068793
Chiller,33.10286242924758,26.842655692619505,6.023312392262064,27.604522946605154,1,197,0,1.0034995346935927
AHU,28.250028900150845,85.69990149588457,16.462757074956507,36.03752382130872,0,274,0,1.0257774698751043
Pump,32.054025115605285,68.99343329511453,11.121345982382897,53.07726133681281,3,78,1,1.4607641607240944
AHU,34.72822377457789,46.24148192466301,19.77827925931734,36.49621727214231,4,141,1,1.5484751980266946
AHU,22.902892442918677,109.80400685904253,8.673808976507273,90.1248392630974,1,288,0,0.7377278383129287
Chiller,34.33930325192908,7.407423550074325,16.784036587799196,32.66290048472784,1,71,0,0.690391121489068
AHU,24.621192213341146,41.31391239369204,8.7136506915177,56.45286572424736,3,50,0,0.7918035192238537
AHU,24.553702380527678,11.541360744429355,18.273205662243075,68.45593923679004,0,80,0,0.4331120122879488
Chiller,23.786580772326595,93.15064136548712,21.473560691214974,75.34911265286755,1,235,0,0.799835814917425
Chiller,27.203929324908948,85.74235722308615,6.536035982535201,50.64554957812054,5,287,0,1.2622633289056067
AHU,20.62046573403428,43.10550515467646,21.33191377191007,89.52792549797829,0,307,0,0.7387304216008835
Chiller,27.41309525108619,82.7012337538134,15.871505088285959,65.46553208623405,2,155,0,0.7938821012016753
Chiller,27.208981810970066,50.53278101253423,6.5422098173404795,55.16062243580414,0,60,0,0.5196509444263282
Chiller,30.95233081428279,91.96918601357994,12.55083710719424,25.37925072416293,1,33,0,0.8799415693707665
Chiller,32.172049352938956,57.2311212147212,7.217205869701958,57.175157475613204,4,127,1,1.4017744602174573
Chiller,25.487502955311207,52.41216870064154,18.00695777733139,85.65886726525842,4,221,0,0.874994723762179
Pump,23.139665238975393,112.49394028115461,19.177362688358993,69.16328145770524,0,200,0,1.0574711892577673
AHU,22.408693254390606,33.851096487430524,6.115930405455979,86.57299629832947,7,126,0,0.8132378298986422
AHU,21.308605223982823,18.851444099605025,14.122797053892887,59.520933647944446,2,41,0,0.41511840408283235
Pump,18.980008897383424,72.22245802483769,20.292501120518345,29.476936407558547,2,275,0,0.9520318498685555
AHU,23.821615640190128,116.47200841268058,22.723260831019928,21.091187666870486,1,297,0,0.9191054194235667
Chiller,22.594210766223316,48.451509578626464,14.270357334835401,44.257563737487295,3,85,0,0.9827270414143218
AHU,34.42909555972892,12.134227817309874,23.00558447222814,75.8392377198234,0,89,0,0.9160280354097206
AHU,27.481050046250747,44.02010574060026,14.713779409120596,83.2207923153355,1,42,0,0.38898515920883725
AHU,23.90370966351863,63.18214024674922,11.883809891998158,43.660226769626355,0,120,0,0.6122318164017688
AHU,27.867949216892832,23.621145762704575,20.96406257105791,59.652313670659765,1,279,0,0.5180118653268728
Chiller,20.366343922876823,80.68175507649659,13.859654209161782,53.68951235472653,0,33,0,0.5763696038300405
Chiller,25.54874373643745,119.74117973617307,13.438050211290461,52.841822748114225,0,276,0,0.6226266229144792
AHU,28.645983464158085,56.95003973786604,13.806249788196567,38.50789705601204,0,153,0,1.1450974935172895
AHU,26.311263140471674,45.79378402397445,20.93570003739491,30.90968840235667,3,90,0,0.6994764223698022
AHU,24.830239611123513,51.08097918596366,20.63883083376104,35.73508465849705,1,104,0,0.525330722735996
AHU,34.89542261129487,18.24181051544813,12.070399848804223,24.42659097306769,2,12,0,0.6694974329008448
Pump,32.96535095653176,106.57646416401573,10.665997197410501,35.850459345886165,1,160,0,1.0117720328279702
AHU,28.59790128871048,52.704950384955474,13.838560480782586,20.736071810030356,1,196,0,0.8357974682462588
Chiller,27.679415140098808,49.536557313856754,15.45545019474218,70.18067205087826,1,307,0,0.7841754387815822
Chiller,28.55122815701793,80.86438138700454,8.766744212559939,45.31003259101463,1,262,0,0.9740006275135658
Chiller,21.422305832981365,55.83384340707921,19.879101694311814,97.85157691415269,1,91,0,0.6725907117420302
Chiller,24.717341635493415,79.54684891290229,13.729655314648458,35.49736406210383,5,197,0,0.9479922271839019
Chiller,18.670812059145288,12.066323365040564,10.680910968399193,47.66628562476751,0,69,0,0.3512066396093483
Chiller,26.084282637276054,98.57818452805616,6.136419859279812,48.62729269132266,1,220,0,0.5769160709257551
Chiller,27.231417927280276,113.15795458113129,8.776903208072138,20.67611968499684,1,214,0,0.8439185146676803
Chiller,21.87174551375456,79.60801940832938,22.985623435119674,87.13663624315672,2,146,0,0.8124006483976911
Pump,34.38849040181373,114.77508181876324,10.101993736390533,22.559556811545978,1,233,0,0.8933640297316715
Chiller,33.460728385933116,22.41471615254578,7.377185787340706,95.2143867783393,1,234,0,1.045014882606944
AHU,30.2764350027504,59.90286179024068,13.213455833099864,91.36594808748966,3,214,1,1.9133182481788276
AHU,27.067572689011165,74.20777440372643,10.141754867204973,62.841753286877086,1,61,0,0.3746605308255997
Pump,32.78947571401064,71.89971445343647,4.703185005423883,63.48764599290337,0,363,1,1.337269761948739
Chiller,20.22108984499887,51.168104595239974,10.462904345588345,72.3022338364925,1,78,0,0.5323912073523724
AHU,31.438666502673044,43.87970707712006,14.882172478789371,50.96400095479096,1,95,0,0.7141203871198007
Pump,20.121953837436422,19.584762593298162,15.034247440399339,71.77778267182845,3,330,0,1.3705164757409622
Pump,31.501581263339894,50.05038181466199,11.131178423537774,23.58147109507895,1,216,0,0.8525465366721585
Pump,22.68804866027307,23.70599373713079,12.946055125052013,24.323810187978125,2,213,0,0.4149584708745441
Chiller,32.91053987730921,89.45205279660512,23.31035836469533,56.57843356956355,2,304,1,1.5807956733941928
Chiller,34.048715595031766,29.015557581877847,11.546969544606233,63.9697840884828,0,200,0,1.061291423840337
AHU,20.529531479886966,11.735010107721394,9.16453626519966,91.02541122686551,2,352,0,0.9472289174023293
Pump,25.86548528611169,68.52210584898194,8.869340881335201,28.372850712631703,0,31,0,0.3926981652236687
AHU,34.67678542876565,73.45141926273118,13.155292254082683,85.81183417551115,0,290,1,1.4517859821846402
AHU,26.217926411543495,105.27000204725813,19.19040297433888,36.80378698336557,1,343,0,1.0929744950383251
Chiller,32.68030788274727,71.35288542803342,8.119763683769463,51.526691880802545,2,135,0,0.6951552322961664
Pump,28.00843587623244,44.73029817819626,18.185922542815362,45.32819478619303,3,83,1,1.5040332502058456
Chiller,24.38060843463323,97.34636637552686,4.422996466988326,52.01242182923192,2,47,0,0.5210457874064082
Chiller,22.858320443939792,67.13207271655342,12.37865955967892,32.039639845806846,1,206,0,0.43972556848846295
AHU,21.454792548463484,14.11723273258705,19.517301304055735,60.2856059522844,1,77,0,0.46556149982447104
AHU,30.950569253420852,70.07281443602336,10.774659115488628,84.13140718650938,2,259,1,0.9002697106347224
Chiller,24.571188615991474,109.42213272349117,15.274742028907989,55.32272083031175,0,92,0,0.7621508849797757
Chiller,26.691682857412772,50.57595193229536,8.099584656518216,59.24908607185593,2,100,0,0.49470072168859824
AHU,26.36953316002009,39.07746721847701,18.839907822523447,87.90140682250514,3,195,0,1.4401889550526612
Chiller,27.81374349696323,21.498987557072304,5.045582065375193,76.48464917104246,2,192,0,0.4338200789555395
AHU,32.71481147561739,22.41623502256609,21.05085289751001,59.23635268158278,2,68,0,0.9399146411117927
Chiller,34.6725688409183,54.76872069930917,7.963927728433363,40.615651855134374,0,242,0,0.8189611997420952
AHU,24.92893154575489,73.5031797785759,21.487960634166615,90.79413974759733,0,90,0,0.7840598973556385
AHU,32.06782167580715,14.2707715945042,11.050584826010347,66.16163213524467,2,345,0,1.2518597686524102
Chiller,30.996972509130202,113.05038773789406,18.453671489489732,37.69180880885547,0,10,0,1.088546997124403
Chiller,27.749992174744747,91.84036600619753,10.38450595572377,41.52958021104083,5,264,0,1.343670431075386
Chiller,34.252801441402866,72.46175060262121,22.118233424692953,84.25064711489968,0,268,1,1.5902220840522574
Chiller,21.40806676398285,100.27044715798394,6.532742510367488,23.53164496699644,0,320,0,0.542154754440527
Pump,19.857491575263563,14.221477033393029,7.570395785451974,99.3673749623056,2,118,0,0.4765872233514132
Chiller,32.517353438242175,59.83647093930931,13.860602503176047,30.42813437718334,2,250,0,1.1460345771242273
Pump,25.465546882773722,77.4607095890913,5.6387687807629225,83.68548203175499,0,59,0,0.555883578088027
Chiller,32.398470521520025,100.29508420360327,7.919603694035239,51.58202534173463,1,195,0,0.8837759128752292
AHU,33.18253348832205,95.0989994056658,22.875327644240286,59.37729466299735,2,50,0,1.0948660851686332
Pump,19.061779091524215,36.862963717040955,23.529793222957743,90.45204619716623,2,296,0,0.8348837718235917
AHU,33.01890097076303,113.2012194993085,11.525186586608438,53.032895167137056,2,97,0,0.9755368555469301
AHU,25.621423941280177,19.29977176455009,22.465720420278714,62.99950029385876,1,127,0,0.6683941654196242
AHU,26.67735231307195,105.6403661414325,14.896493513468634,23.943972992733595,4,246,0,1.0670298792751072
